Name,Price,Link,Timestamp
"Apple Macbook Air M1 Çip 8gb 256gb Ssd Macos 13"" Qhd Taşınabilir Bilgisayar Uzay Grisi","44.799,23 TL",https://www.trendyol.com/apple/macbook-air-m1-cip-8gb-256gb-ssd-macos-13-qhd-tasinabilir-bilgisayar-uzay-grisi-p-68042136?boutiqueId=61&merchantId=374206,2025-12-01 20:39:31
"LENOVO Ideapad Slim 3/ Intel N100/ 4gb Ram/ 128gb Ssd/ 15.6""/ W11/ Laptop 82xb009gtx",8.799 TL,https://www.trendyol.com/lenovo/ideapad-slim-3-intel-n100-4gb-ram-128gb-ssd-15-6-w11-laptop-82xb009gtx-p-880830432?boutiqueId=61&merchantId=413566,2025-12-01 20:39:31
"CASPER Nirvana Intel Celeron N4020 4GB RAM 120GB SSD Windows 11 Home 15.6"" Hd Laptop C370.4020-4C00B",10.999 TL,https://www.trendyol.com/casper/nirvana-intel-celeron-n4020-4gb-ram-120gb-ssd-windows-11-home-15-6-hd-laptop-c370-4020-4c00b-p-358003688?boutiqueId=61&merchantId=114258,2025-12-01 20:39:31
"LENOVO IdeaPad Slim3 Intel Core i5-12450H 8GB 512GB SSD DOS 15.6"" FHD Arctic Grey Laptop 83ER000WTR",20.400 TL,https://www.trendyol.com/lenovo/ideapad-slim3-intel-core-i5-12450h-8gb-512gb-ssd-dos-15-6-fhd-arctic-grey-laptop-83er000wtr-p-772120068?boutiqueId=61&merchantId=897540,2025-12-01 20:39:31
"CASPER Excalibur i7-13620H 32GB 1TB SSD 6GB RTX4050 105W 165Hz 15.6"" Dos Gaming Laptop G870.1362-DFA0X-C",44.999 TL,https://www.trendyol.com/casper/excalibur-i7-13620h-32gb-1tb-ssd-6gb-rtx4050-105w-165hz-15-6-dos-gaming-laptop-g870-1362-dfa0x-c-p-672157475?boutiqueId=61&merchantId=141868,2025-12-01 20:39:31
LENOVO V15 82YU0123TX RYZEN5-7520U 16GB 512SSD 15.6 FreeDos,19.999 TL,https://www.trendyol.com/lenovo/v15-82yu0123tx-ryzen5-7520u-16gb-512ssd-15-6-freedos-p-816046818?boutiqueId=61&merchantId=514546,2025-12-01 20:39:31
"ACER Swift 3 AMD Ryzen 5-5500U 8GB 512GB SSD FreeDos 14"" 1.2kg FHD Gümüş Dizüstü Bilgisayar NX.AB1EY.002",19.499 TL,https://www.trendyol.com/acer/swift-3-amd-ryzen-5-5500u-8gb-512gb-ssd-freedos-14-1-2kg-fhd-gumus-dizustu-bilgisayar-nx-ab1ey-002-p-300442845?boutiqueId=61&merchantId=734641,2025-12-01 20:39:31
"Apple Macbook Air 13.6"" M2 8gb 256gb Ssd Gece Yarısı",40.000 TL,https://www.trendyol.com/apple/macbook-air-13-6-m2-8gb-256gb-ssd-gece-yarisi-p-336318153?boutiqueId=61&merchantId=621599,2025-12-01 20:39:31
CASPER Excalibur G870.1362-DXB0X-B i7-13620H 32GB RAM 2TB NVMe SSD 8GB RTX4060 Freedos Gaming Laptop,58.999 TL,https://www.trendyol.com/casper/excalibur-g870-1362-dxb0x-b-i7-13620h-32gb-ram-2tb-nvme-ssd-8gb-rtx4060-freedos-gaming-laptop-p-672155829?boutiqueId=61&merchantId=141868,2025-12-01 20:39:31
LENOVO Ideapad Intel Celeron N4020 4GB 128GB SSD Freedos 14'',"25.076,87 TL",https://www.trendyol.com/lenovo/ideapad-intel-celeron-n4020-4gb-128gb-ssd-freedos-14-p-367015572?boutiqueId=61&merchantId=222210,2025-12-01 20:39:31
"CASPER Excalibur G770 i7-12700H 32GB 1TB 4GB RTX3050 95W 15.6"" Freedos Gaming Laptop G770.1270-DFJ0X-B",43.900 TL,https://www.trendyol.com/casper/excalibur-g770-i7-12700h-32gb-1tb-4gb-rtx3050-95w-15-6-freedos-gaming-laptop-g770-1270-dfj0x-b-p-311975792?boutiqueId=61&merchantId=141868,2025-12-01 20:39:31
"LENOVO Ideapad 3 İntel Core i3-1215U 16GB 512GB SSD W11P 15.6"" Full Hd CSR22 ÇANTA Hediyeli",20.599 TL,https://www.trendyol.com/lenovo/ideapad-3-intel-core-i3-1215u-16gb-512gb-ssd-w11p-15-6-full-hd-csr22-canta-hediyeli-p-781482518?boutiqueId=61&merchantId=1080756,2025-12-01 20:39:31
"Apple Macbook Air 13.6"" M2 8c Gpu 8 Gb 256 Gb Ssd Yıldız Işığı",41.350 TL,https://www.trendyol.com/apple/macbook-air-13-6-m2-8c-gpu-8-gb-256-gb-ssd-yildiz-isigi-p-334546082?boutiqueId=61&merchantId=621599,2025-12-01 20:39:31
